service_date,day_type,bus,rail_boardings,total_rides
01/01/2013,U,338644,276167,614811
01/02/2013,W,747631,570506,1318137
01/03/2013,W,857744,620104,1477848
01/04/2013,W,875485,635401,1510886
01/05/2013,A,549303,356383,905686
01/06/2013,U,399770,264957,664727
01/07/2013,W,951511,672001,1623512
01/08/2013,W,975824,687261,1663085
01/09/2013,W,989291,697979,1687270
01/10/2013,W,964506,693642,1658148
01/11/2013,W,991875,708901,1700776
01/12/2013,A,597811,403037,1000848
01/13/2013,U,379108,266395,645503
01/14/2013,W,964972,701958,1666930
01/15/2013,W,1000831,723460,1724291
01/16/2013,W,1000782,726032,1726814
01/17/2013,W,1003351,730830,1734181
01/18/2013,W,995226,721526,1716752
01/19/2013,A,592561,417820,1010381
01/20/2013,U,372131,275860,647991
01/21/2013,W,549385,422125,971510
01/22/2013,W,865232,654679,1519911
01/23/2013,W,952105,697385,1649490
01/24/2013,W,958057,708729,1666786
01/25/2013,W,920833,707962,1628795
01/26/2013,A,560544,393542,954086
01/27/2013,U,360109,261812,621921
01/28/2013,W,1000004,718545,1718549
01/29/2013,W,1009440,728633,1738073
01/30/2013,W,997461,735084,1732545
01/31/2013,W,955113,713918,1669031
02/01/2013,W,878531,659888,1538419
02/02/2013,A,554095,378484,932579
02/03/2013,U,396422,271153,667575
02/04/2013,W,983474,710890,1694364
02/05/2013,W,1021386,733180,1754566
02/06/2013,W,1035100,739979,1775079
02/07/2013,W,973458,743264,1716722
02/08/2013,W,994675,723430,1718105
02/09/2013,A,611263,426081,1037344
02/10/2013,U,392914,278417,671331
02/11/2013,W,994224,708331,1702555
02/12/2013,W,901097,687334,1588431
02/13/2013,W,1070447,754178,1824625
02/14/2013,W,1054969,758213,1813182
02/15/2013,W,1013485,731689,1745174
02/16/2013,A,598259,412929,1011188
02/17/2013,U,445505,317885,763390
02/18/2013,W,830133,567064,1397197
02/19/2013,W,961489,709244,1670733
02/20/2013,W,995286,720364,1715650
02/21/2013,W,1012672,738526,1751198
02/22/2013,W,944394,716784,1661178
02/23/2013,A,597852,403004,1000856
02/24/2013,U,426783,280619,707402
02/25/2013,W,1032337,718035,1750372
02/26/2013,W,917610,707649,1625259
02/27/2013,W,1004620,732706,1737326
02/28/2013,W,1011461,741077,1752538
03/01/2013,W,1030897,726385,1757282
03/02/2013,A,641791,407706,1049497
03/03/2013,U,451612,290260,741872
03/04/2013,W,1046582,684343,1730925
03/05/2013,W,915814,662182,1577996
03/06/2013,W,1000963,703897,1704860
03/07/2013,W,1039889,724517,1764406
03/08/2013,W,1047924,716118,1764042
03/09/2013,A,619396,404506,1023902
03/10/2013,U,417260,285624,702884
03/11/2013,W,1009909,713865,1723774
03/12/2013,W,1017656,738907,1756563
03/13/2013,W,1034585,748618,1783203
03/14/2013,W,1033042,755471,1788513
03/15/2013,W,1002907,771603,1774510
03/16/2013,A,626782,610526,1237308
03/17/2013,U,433504,338473,771977
03/18/2013,W,971804,715696,1687500
03/19/2013,W,990010,723671,1713681
03/20/2013,W,980735,721345,1702080
03/21/2013,W,999714,729901,1729615
03/22/2013,W,1003565,721149,1724714
03/23/2013,A,609394,425222,1034616
03/24/2013,U,401250,288966,690216
03/25/2013,W,828707,630136,1458843
03/26/2013,W,876069,655138,1531207
03/27/2013,W,880496,670282,1550778
03/28/2013,W,893443,679530,1572973
03/29/2013,W,829810,621657,1451467
03/30/2013,A,594213,395747,989960
03/31/2013,U,402842,267293,670135
04/01/2013,W,980489,708026,1688515
04/02/2013,W,993149,728501,1721650
04/03/2013,W,1034924,746014,1780938
04/04/2013,W,1015284,759059,1774343
04/05/2013,W,996072,746786,1742858
04/06/2013,A,611381,459388,1070769
04/07/2013,U,440588,357215,797803
04/08/2013,W,977325,737437,1714762
04/09/2013,W,999444,740720,1740164
04/10/2013,W,960903,717466,1678369
04/11/2013,W,982894,752525,1735419
04/12/2013,W,994973,753498,1748471
04/13/2013,A,600393,462508,1062901
04/14/2013,U,450337,351742,802079
04/15/2013,W,992589,717933,1710522
04/16/2013,W,1014884,753356,1768240
04/17/2013,W,915006,711500,1626506
04/18/2013,W,811655,693760,1505415
04/19/2013,W,959757,718526,1678283
04/20/2013,A,615433,448035,1063468
04/21/2013,U,441267,313744,755011
04/22/2013,W,1001200,731504,1732704
04/23/2013,W,922329,715764,1638093
04/24/2013,W,952859,736305,1689164
04/25/2013,W,1008224,755375,1763599
04/26/2013,W,999388,750687,1750075
04/27/2013,A,654086,460650,1114736
04/28/2013,U,455561,320737,776298
04/29/2013,W,1009306,717625,1726931
04/30/2013,W,1029285,738733,1768018
05/01/2013,W,1077184,762553,1839737
05/02/2013,W,1028782,752135,1780917
05/03/2013,W,1023402,730511,1753913
05/04/2013,A,655097,465245,1120342
05/05/2013,U,471437,350222,821659
05/06/2013,W,1017895,729615,1747510
05/07/2013,W,1022360,758068,1780428
05/08/2013,W,1025713,769649,1795362
05/09/2013,W,1003192,721753,1724945
05/10/2013,W,972916,725511,1698427
05/11/2013,A,603110,435938,1039048
05/12/2013,U,414976,313848,728824
05/13/2013,W,961814,713048,1674862
05/14/2013,W,1006636,750210,1756846
05/15/2013,W,995042,758657,1753699
05/16/2013,W,982565,746034,1728599
05/17/2013,W,966483,757439,1723922
05/18/2013,A,625752,493226,1118978
05/19/2013,U,485211,363850,849061
05/20/2013,W,1008704,681176,1689880
05/21/2013,W,1013059,689412,1702471
05/22/2013,W,982149,687729,1669878
05/23/2013,W,987008,693752,1680760
05/24/2013,W,1010765,676692,1687457
05/25/2013,A,600972,369584,970556
05/26/2013,U,460009,336563,796572
05/27/2013,U,415696,286211,701907
05/28/2013,W,982424,672485,1654909
05/29/2013,W,1014424,715430,1729854
05/30/2013,W,996198,717726,1713924
05/31/2013,W,1044620,719350,1763970
06/01/2013,A,631022,445218,1076240
06/02/2013,U,439719,333835,773554
06/03/2013,W,1054416,707210,1761626
06/04/2013,W,1044555,716102,1760657
06/05/2013,W,1024709,716938,1741647
06/06/2013,W,1021552,736943,1758495
06/07/2013,W,1030362,768035,1798397
06/08/2013,A,661759,537485,1199244
06/09/2013,U,473625,393881,867506
06/10/2013,W,993550,731202,1724752
06/11/2013,W,1027027,752653,1779680
06/12/2013,W,969474,718831,1688305
06/13/2013,W,1031992,761985,1793977
06/14/2013,W,1033513,747980,1781493
06/15/2013,A,624345,453140,1077485
06/16/2013,U,479896,369569,849465
06/17/2013,W,969085,692856,1661941
06/18/2013,W,975403,701224,1676627
06/19/2013,W,990561,718139,1708700
06/20/2013,W,974707,724184,1698891
06/21/2013,W,917934,724999,1642933
06/22/2013,A,633702,488805,1122507
06/23/2013,U,479321,394460,873781
06/24/2013,W,920436,699721,1620157
06/25/2013,W,888128,694726,1582854
06/26/2013,W,866326,690875,1557201
06/27/2013,W,913619,723050,1636669
06/28/2013,W,898642,894811,1793453
06/29/2013,A,620304,463716,1084020
06/30/2013,U,488073,543707,1031780
07/01/2013,W,946062,681252,1627314
07/02/2013,W,911309,677994,1589303
07/03/2013,W,945848,693445,1639293
07/04/2013,U,525424,407174,932598
07/05/2013,W,806355,592583,1398938
07/06/2013,A,619632,463509,1083141
07/07/2013,U,467091,354565,821656
07/08/2013,W,863581,664506,1528087
07/09/2013,W,928137,708853,1636990
07/10/2013,W,961940,756010,1717950
07/11/2013,W,958922,787568,1746490
07/12/2013,W,928925,802562,1731487
07/13/2013,A,662483,565833,1228316
07/14/2013,U,487170,413355,900525
07/15/2013,W,904464,683553,1588017
07/16/2013,W,924281,695896,1620177
07/17/2013,W,922657,706991,1629648
07/18/2013,W,904388,720245,1624633
07/19/2013,W,897959,775821,1673780
07/20/2013,A,646339,546852,1193191
07/21/2013,U,469900,410606,880506
07/22/2013,W,903084,709718,1612802
07/23/2013,W,919858,720357,1640215
07/24/2013,W,928256,713067,1641323
07/25/2013,W,919260,715876,1635136
07/26/2013,W,890066,688728,1578794
07/27/2013,A,614357,461775,1076132
07/28/2013,U,455742,371125,826867
07/29/2013,W,894999,693570,1588569
07/30/2013,W,894122,713697,1607819
07/31/2013,W,898783,707557,1606340
08/01/2013,W,950707,753887,1704594
08/02/2013,W,918087,795020,1713107
08/03/2013,A,667710,574621,1242331
08/04/2013,U,475029,462380,937409
08/05/2013,W,885007,688747,1573754
08/06/2013,W,914261,698763,1613024
08/07/2013,W,898114,694946,1593060
08/08/2013,W,912994,702001,1614995
08/09/2013,W,906417,711160,1617577
08/10/2013,A,642566,493210,1135776
08/11/2013,U,459030,365118,824148
08/12/2013,W,848703,684985,1533688
08/13/2013,W,883243,712564,1595807
08/14/2013,W,882740,717664,1600404
08/15/2013,W,877526,705604,1583130
08/16/2013,W,890423,730276,1620699
08/17/2013,A,634078,506124,1140202
08/18/2013,U,472515,384202,856717
08/19/2013,W,859701,671949,1531650
08/20/2013,W,894283,699558,1593841
08/21/2013,W,894827,704103,1598930
08/22/2013,W,855068,697777,1552845
08/23/2013,W,932928,715975,1648903
08/24/2013,A,632311,465546,1097857
08/25/2013,U,463843,353352,817195
08/26/2013,W,1020173,696403,1716576
08/27/2013,W,1032675,721814,1754489
08/28/2013,W,1019457,732138,1751595
08/29/2013,W,1048608,759088,1807696
08/30/2013,W,1025684,740853,1766537
08/31/2013,A,596363,462487,1058850
09/01/2013,U,493648,423770,917418
09/02/2013,U,454573,344582,799155
09/03/2013,W,1089544,761455,1850999
09/04/2013,W,1077803,769975,1847778
09/05/2013,W,1059826,763277,1823103
09/06/2013,W,1067536,786864,1854400
09/07/2013,A,634809,510149,1144958
09/08/2013,U,459104,371781,830885
09/09/2013,W,1052783,752305,1805088
09/10/2013,W,1034136,762582,1796718
09/11/2013,W,1047538,783710,1831248
09/12/2013,W,1050318,812163,1862481
09/13/2013,W,1036536,803298,1839834
09/14/2013,A,632081,504797,1136878
09/15/2013,U,409765,345621,755386
09/16/2013,W,1033555,776155,1809710
09/17/2013,W,1049035,788413,1837448
09/18/2013,W,1023243,783471,1806714
09/19/2013,W,1000885,791208,1792093
09/20/2013,W,1034561,800104,1834665
09/21/2013,A,629564,526128,1155692
09/22/2013,U,445308,368372,813680
09/23/2013,W,1026469,780751,1807220
09/24/2013,W,1041341,805859,1847200
09/25/2013,W,1055790,810826,1866616
09/26/2013,W,1047323,813509,1860832
09/27/2013,W,1034355,797916,1832271
09/28/2013,A,635517,506929,1142446
09/29/2013,U,439655,360040,799695
09/30/2013,W,1007775,765034,1772809
10/01/2013,W,1100251,760127,1860378
10/02/2013,W,1060370,771294,1831664
10/03/2013,W,1073368,776149,1849517
10/04/2013,W,1055644,763663,1819307
10/05/2013,A,606526,457086,1063612
10/06/2013,U,468784,350969,819753
10/07/2013,W,1033503,748714,1782217
10/08/2013,W,1062411,762764,1825175
10/09/2013,W,1056846,774550,1831396
10/10/2013,W,1041043,803786,1844829
10/11/2013,W,1033797,792305,1826102
10/12/2013,A,597479,497092,1094571
10/13/2013,U,433578,528335,961913
10/14/2013,W,836533,678287,1514820
10/15/2013,W,1005851,764848,1770699
10/16/2013,W,1017742,779074,1796816
10/17/2013,W,1025838,789200,1815038
10/18/2013,W,1024958,784891,1809849
10/19/2013,A,599201,498671,1097872
10/20/2013,U,417109,367355,784464
10/21/2013,W,972502,778456,1750958
10/22/2013,W,948098,785501,1733599
10/23/2013,W,993612,797121,1790733
10/24/2013,W,1007402,810665,1818067
10/25/2013,W,986527,797551,1784078
10/26/2013,A,578216,492032,1070248
10/27/2013,U,413217,346467,759684
10/28/2013,W,982644,768974,1751618
10/29/2013,W,976102,790974,1767076
10/30/2013,W,967902,791183,1759085
10/31/2013,W,956055,786574,1742629
11/01/2013,W,937537,783970,1721507
11/02/2013,A,593170,483120,1076290
11/03/2013,U,430036,384737,814773
11/04/2013,W,978017,788454,1766471
11/05/2013,W,982549,795511,1778060
11/06/2013,W,965938,792044,1757982
11/07/2013,W,974582,812279,1786861
11/08/2013,W,974269,808267,1782536
11/09/2013,A,589432,507077,1096509
11/10/2013,U,426989,370923,797912
11/11/2013,W,727925,671720,1399645
11/12/2013,W,884181,770609,1654790
11/13/2013,W,967800,783483,1751283
11/14/2013,W,968420,806089,1774509
11/15/2013,W,972734,803561,1776295
11/16/2013,A,548828,489767,1038595
11/17/2013,U,343928,316525,660453
11/18/2013,W,948312,775101,1723413
11/19/2013,W,972260,790434,1762694
11/20/2013,W,974233,788003,1762236
11/21/2013,W,967167,799283,1766450
11/22/2013,W,955058,797556,1752614
11/23/2013,A,535573,513370,1048943
11/24/2013,U,362949,311868,674817
11/25/2013,W,898537,742488,1641025
11/26/2013,W,913171,768042,1681213
11/27/2013,W,785887,655899,1441786
11/28/2013,U,316200,238112,554312
11/29/2013,W,625605,448939,1074544
11/30/2013,A,594111,419067,1013178
12/01/2013,U,393065,311377,704442
12/02/2013,W,966367,745892,1712259
12/03/2013,W,1011416,772345,1783761
12/04/2013,W,1022579,778031,1800610
12/05/2013,W,956982,782864,1739846
12/06/2013,W,933388,766511,1699899
12/07/2013,A,523861,455354,979215
12/08/2013,U,356936,322820,679756
12/09/2013,W,904306,745781,1650087
12/10/2013,W,884567,726111,1610678
12/11/2013,W,888272,736512,1624784
12/12/2013,W,864926,722404,1587330
12/13/2013,W,930494,760860,1691354
12/14/2013,A,508408,473775,982183
12/15/2013,U,357251,317666,674917
12/16/2013,W,856591,697993,1554584
12/17/2013,W,883958,716650,1600608
12/18/2013,W,900934,719652,1620586
12/19/2013,W,888294,715173,1603467
12/20/2013,W,885107,706214,1591321
12/21/2013,A,513799,421443,935242
12/22/2013,U,374537,310920,685457
12/23/2013,W,691365,545145,1236510
12/24/2013,W,474089,341784,815873
12/25/2013,U,218166,144912,363078
12/26/2013,W,557420,438202,995622
12/27/2013,W,659876,531774,1191650
12/28/2013,A,506219,405004,911223
12/29/2013,U,335610,292169,627779
12/30/2013,W,604796,537971,1142767
12/31/2013,W,595963,565346,1161309
01/01/2014,U,281657,303441,585098
01/02/2014,W,601103,569395,1170498
01/03/2014,W,691262,598290,1289552
01/04/2014,A,469542,361203,830745
01/05/2014,U,268582,237067,505649
01/06/2014,W,311075,269542,580617
01/07/2014,W,489810,468681,958491
01/08/2014,W,806256,687473,1493729
01/09/2014,W,860867,727384,1588251
01/10/2014,W,872079,725812,1597891
01/11/2014,A,526267,424639,950906
01/12/2014,U,387031,312663,699694
01/13/2014,W,948883,762345,1711228
01/14/2014,W,923401,761893,1685294
01/15/2014,W,940266,761924,1702190
01/16/2014,W,927231,765910,1693141
01/17/2014,W,909353,743024,1652377
01/18/2014,A,480918,418986,899904
01/19/2014,U,372608,316288,688896
01/20/2014,W,599662,502485,1102147
01/21/2014,W,855515,734096,1589611
01/22/2014,W,872967,737074,1610041
01/23/2014,W,825049,715759,1540808
01/24/2014,W,763075,680260,1443335
01/25/2014,A,490314,396641,886955
01/26/2014,U,337328,280648,617976
01/27/2014,W,502031,472484,974515
01/28/2014,W,519517,485867,1005384
01/29/2014,W,889744,733780,1623524
01/30/2014,W,902855,751471,1654326
01/31/2014,W,930172,754479,1684651
02/01/2014,A,497989,405961,903950
02/02/2014,U,377994,299870,677864
02/03/2014,W,931825,729128,1660953
02/04/2014,W,946438,759960,1706398
02/05/2014,W,828739,753984,1582723
02/06/2014,W,888288,753787,1642075
02/07/2014,W,873759,724771,1598530
02/08/2014,A,513518,416614,930132
02/09/2014,U,385739,301471,687210
02/10/2014,W,888500,716772,1605272
02/11/2014,W,923651,743715,1667366
02/12/2014,W,842139,713255,1555394
02/13/2014,W,975061,784280,1759341
02/14/2014,W,961152,778342,1739494
02/15/2014,A,567619,448648,1016267
02/16/2014,U,401088,324457,725545
02/17/2014,W,695931,594339,1290270
02/18/2014,W,947147,777183,1724330
02/19/2014,W,974552,783745,1758297
02/20/2014,W,893699,759455,1653154
02/21/2014,W,926827,766802,1693629
02/22/2014,A,570349,452998,1023347
02/23/2014,U,392042,315317,707359
02/24/2014,W,925043,739926,1664969
02/25/2014,W,933471,752744,1686215
02/26/2014,W,884516,728685,1613201
02/27/2014,W,876615,728137,1604752
02/28/2014,W,936301,745915,1682216
03/01/2014,A,559952,448218,1008170
03/02/2014,U,371300,304402,675702
03/03/2014,W,900837,709629,1610466
03/04/2014,W,953477,761357,1714834
03/05/2014,W,918971,769178,1688149
03/06/2014,W,962802,775465,1738267
03/07/2014,W,958096,769821,1727917
03/08/2014,A,553250,447401,1000651
03/09/2014,U,405308,328025,733333
03/10/2014,W,959467,767043,1726510
03/11/2014,W,959134,772592,1731726
03/12/2014,W,868232,746895,1615127
03/13/2014,W,940113,785327,1725440
03/14/2014,W,955810,819256,1775066
03/15/2014,A,593789,674922,1268711
03/16/2014,U,371881,349484,721365
03/17/2014,W,932779,763579,1696358
03/18/2014,W,959483,782899,1742382
03/19/2014,W,920270,767680,1687950
03/20/2014,W,957032,786292,1743324
03/21/2014,W,959387,779226,1738613
03/22/2014,A,597815,452237,1050052
03/23/2014,U,418299,315092,733391
03/24/2014,W,923396,706637,1630033
03/25/2014,W,928067,719323,1647390
03/26/2014,W,961287,734053,1695340
03/27/2014,W,927050,725889,1652939
03/28/2014,W,944696,732211,1676907
03/29/2014,A,572055,438766,1010821
03/30/2014,U,432880,379220,812100
03/31/2014,W,940176,762112,1702288
04/01/2014,W,986346,772459,1758805
04/02/2014,W,952475,784201,1736676
04/03/2014,W,917123,765726,1682849
04/04/2014,W,941118,806643,1747761
04/05/2014,A,599182,531509,1130691
04/06/2014,U,435676,373726,809402
04/07/2014,W,913081,753038,1666119
04/08/2014,W,913012,773383,1686395
04/09/2014,W,977698,805182,1782880
04/10/2014,W,947682,806042,1753724
04/11/2014,W,953384,803062,1756446
04/12/2014,A,574622,524370,1098992
04/13/2014,U,390666,330841,721507
04/14/2014,W,792277,697727,1490004
04/15/2014,W,844484,734464,1578948
04/16/2014,W,866995,757767,1624762
04/17/2014,W,864791,770728,1635519
04/18/2014,W,814560,712086,1526646
04/19/2014,A,568016,476147,1044163
04/20/2014,U,399289,333380,732669
04/21/2014,W,876478,741631,1618109
04/22/2014,W,938052,794547,1732599
04/23/2014,W,911681,793484,1705165
04/24/2014,W,893970,794395,1688365
04/25/2014,W,936028,797851,1733879
04/26/2014,A,580601,499576,1080177
04/27/2014,U,400302,344503,744805
04/28/2014,W,884033,735132,1619165
04/29/2014,W,919869,770461,1690330
04/30/2014,W,925494,772097,1697591
05/01/2014,W,985012,788162,1773174
05/02/2014,W,981085,794448,1775533
05/03/2014,A,632332,511129,1143461
05/04/2014,U,429710,356412,786122
05/05/2014,W,963691,769476,1733167
05/06/2014,W,974250,784430,1758680
05/07/2014,W,967197,773634,1740831
05/08/2014,W,968856,794388,1763244
05/09/2014,W,921741,762641,1684382
05/10/2014,A,608188,468058,1076246
05/11/2014,U,402497,321063,723560
05/12/2014,W,880457,711215,1591672
05/13/2014,W,904717,735362,1640079
05/14/2014,W,916259,749500,1665759
05/15/2014,W,890597,751405,1642002
05/16/2014,W,900252,764035,1664287
05/17/2014,A,579674,492704,1072378
05/18/2014,U,434998,382342,817340
05/19/2014,W,885010,732346,1617356
05/20/2014,W,922226,781529,1703755
05/21/2014,W,925959,790957,1716916
05/22/2014,W,908285,788319,1696604
05/23/2014,W,906712,763127,1669839
05/24/2014,A,575483,490635,1066118
05/25/2014,U,450296,403930,854226
05/26/2014,U,413568,345231,758799
05/27/2014,W,880521,728464,1608985
05/28/2014,W,905284,751880,1657164
05/29/2014,W,901067,762505,1663572
05/30/2014,W,934382,782522,1716904
05/31/2014,A,600856,507919,1108775
06/01/2014,U,445596,376894,822490
06/02/2014,W,864622,726524,1591146
06/03/2014,W,936306,812230,1748536
06/04/2014,W,879397,762035,1641432
06/05/2014,W,910818,797899,1708717
06/06/2014,W,906586,796373,1702959
06/07/2014,A,585247,524812,1110059
06/08/2014,U,429503,393358,822861
06/09/2014,W,878784,750337,1629121
06/10/2014,W,859477,748307,1607784
06/11/2014,W,870560,761366,1631926
06/12/2014,W,880810,779426,1660236
06/13/2014,W,881991,810893,1692884
06/14/2014,A,581799,556285,1138084
06/15/2014,U,410273,388603,798876
06/16/2014,W,796802,729177,1525979
06/17/2014,W,806325,738327,1544652
06/18/2014,W,766725,717546,1484271
06/19/2014,W,803296,742211,1545507
06/20/2014,W,813597,775063,1588660
06/21/2014,A,537612,503304,1040916
06/22/2014,U,452933,427533,880466
06/23/2014,W,825185,726655,1551840
06/24/2014,W,859711,755376,1615087
06/25/2014,W,874922,761775,1636697
06/26/2014,W,883107,779277,1662384
06/27/2014,W,879565,793688,1673253
06/28/2014,A,574082,524253,1098335
06/29/2014,U,428350,534327,962677
06/30/2014,W,766381,697417,1463798
07/01/2014,W,855553,753101,1608654
07/02/2014,W,824805,725327,1550132
07/03/2014,W,856556,727253,1583809
07/04/2014,U,478993,473842,952835
07/05/2014,A,513494,439422,952916
07/06/2014,U,410521,354469,764990
07/07/2014,W,821674,704301,1525975
07/08/2014,W,836929,725372,1562301
07/09/2014,W,855793,763164,1618957
07/10/2014,W,854968,782968,1637936
07/11/2014,W,839507,817078,1656585
07/12/2014,A,497531,471216,968747
07/13/2014,U,437544,429753,867297
07/14/2014,W,803242,716634,1519876
07/15/2014,W,828927,739993,1568920
07/16/2014,W,844384,752925,1597309
07/17/2014,W,837907,762599,1600506
07/18/2014,W,839720,819331,1659051
07/19/2014,A,578126,559893,1138019
07/20/2014,U,423665,431674,855339
07/21/2014,W,821289,740142,1561431
07/22/2014,W,825700,765642,1591342
07/23/2014,W,838958,777929,1616887
07/24/2014,W,833052,790076,1623128
07/25/2014,W,813032,793426,1606458
07/26/2014,A,563247,540197,1103444
07/27/2014,U,423806,403719,827525
07/28/2014,W,810122,730188,1540310
07/29/2014,W,810857,746646,1557503
07/30/2014,W,815885,760415,1576300
07/31/2014,W,819409,785640,1605049
08/01/2014,W,841692,824658,1666350
08/02/2014,A,592660,571486,1164146
08/03/2014,U,420667,441136,861803
08/04/2014,W,798672,716949,1515621
08/05/2014,W,824134,737875,1562009
08/06/2014,W,827073,741608,1568681
08/07/2014,W,827473,745930,1573403
08/08/2014,W,836918,787177,1624095
08/09/2014,A,582607,552265,1134872
08/10/2014,U,427882,405792,833674
08/11/2014,W,772003,718836,1490839
08/12/2014,W,772713,719699,1492412
08/13/2014,W,817833,745654,1563487
08/14/2014,W,810388,770920,1581308
08/15/2014,W,820884,749693,1570577
08/16/2014,A,583313,501095,1084408
08/17/2014,U,422345,382210,804555
08/18/2014,W,786527,708188,1494715
08/19/2014,W,787767,727891,1515658
08/20/2014,W,829572,758067,1587639
08/21/2014,W,771537,739451,1510988
08/22/2014,W,816652,762365,1579017
08/23/2014,A,517416,459047,976463
08/24/2014,U,432777,387171,819948
08/25/2014,W,787836,712661,1500497
08/26/2014,W,858520,757206,1615726
08/27/2014,W,874420,768933,1643353
08/28/2014,W,867478,773821,1641299
08/29/2014,W,871087,781881,1652968
08/30/2014,A,581944,520855,1102799
08/31/2014,U,451820,448668,900488
09/01/2014,U,419182,366912,786094
09/02/2014,W,952266,773307,1725573
09/03/2014,W,985184,813174,1798358
09/04/2014,W,942676,794090,1736766
09/05/2014,W,933196,801886,1735082
09/06/2014,A,593846,534590,1128436
09/07/2014,U,427686,395246,822932
09/08/2014,W,956395,786501,1742896
09/09/2014,W,967610,800307,1767917
09/10/2014,W,898549,788458,1687007
09/11/2014,W,953091,833378,1786469
09/12/2014,W,929062,817716,1746778
09/13/2014,A,584842,525886,1110728
09/14/2014,U,431379,386903,818282
09/15/2014,W,924594,804175,1728769
09/16/2014,W,964802,827582,1792384
09/17/2014,W,975664,832609,1808273
09/18/2014,W,967453,848591,1816044
09/19/2014,W,955896,854602,1810498
09/20/2014,A,566053,511922,1077975
09/21/2014,U,417931,387673,805604
09/22/2014,W,947353,819134,1766487
09/23/2014,W,960506,826655,1787161
09/24/2014,W,961323,833600,1794923
09/25/2014,W,963447,824454,1787901
09/26/2014,W,957961,814285,1772246
09/27/2014,A,592901,515308,1108209
09/28/2014,U,423502,386129,809631
09/29/2014,W,934648,793644,1728292
09/30/2014,W,945847,805360,1751207
10/01/2014,W,1010778,825205,1835983
10/02/2014,W,960602,820764,1781366
10/03/2014,W,954675,811571,1766246
10/04/2014,A,557711,482714,1040425
10/05/2014,U,420636,353400,774036
10/06/2014,W,957372,798793,1756165
10/07/2014,W,971693,814006,1785699
10/08/2014,W,972010,822875,1794885
10/09/2014,W,969095,838925,1808020
10/10/2014,W,954800,839036,1793836
10/11/2014,A,584377,527418,1111795
10/12/2014,U,389901,549571,939472
10/13/2014,W,743512,714675,1458187
10/14/2014,W,914687,814971,1729658
10/15/2014,W,956165,826620,1782785
10/16/2014,W,959217,848014,1807231
10/17/2014,W,949303,844701,1794004
10/18/2014,A,567859,525540,1093399
10/19/2014,U,424169,393552,817721
10/20/2014,W,939282,801698,1740980
10/21/2014,W,947668,814300,1761968
10/22/2014,W,959209,818395,1777604
10/23/2014,W,949675,829088,1778763
10/24/2014,W,943435,815235,1758670
10/25/2014,A,586281,500235,1086516
10/26/2014,U,410811,362143,772954
10/27/2014,W,940038,792398,1732436
10/28/2014,W,953363,812867,1766230
10/29/2014,W,944219,813686,1757905
10/30/2014,W,951547,830872,1782419
10/31/2014,W,894082,800198,1694280
11/01/2014,A,556675,491328,1048003
11/02/2014,U,416049,383910,799959
11/03/2014,W,995821,805002,1800823
11/04/2014,W,971255,805374,1776629
11/05/2014,W,990008,827900,1817908
11/06/2014,W,941564,821892,1763456
11/07/2014,W,873365,802400,1675765
11/08/2014,A,563782,492608,1056390
11/09/2014,U,411806,379597,791403
11/10/2014,W,938000,786491,1724491
11/11/2014,W,759033,698289,1457322
11/12/2014,W,911664,797730,1709394
11/13/2014,W,866929,789154,1656083
11/14/2014,W,911150,794103,1705253
11/15/2014,A,532937,458706,991643
11/16/2014,U,372383,331794,704177
11/17/2014,W,863661,758113,1621774
11/18/2014,W,846179,755916,1602095
11/19/2014,W,889137,774198,1663335
11/20/2014,W,899732,786919,1686651
11/21/2014,W,898889,787291,1686180
11/22/2014,A,534874,525065,1059939
11/23/2014,U,380928,340202,721130
11/24/2014,W,857759,746052,1603811
11/25/2014,W,889039,780322,1669361
11/26/2014,W,738720,652762,1391482
11/27/2014,U,285946,233318,519264
11/28/2014,W,525696,424837,950533
11/29/2014,A,493851,417770,911621
11/30/2014,U,367831,311435,679266
12/12/2014,W,912339,773048,1685387
12/16/2014,W,875970,729798,1605768
12/01/2014,W,912722,743704,1656426
12/14/2014,U,418122,357042,775164
12/27/2014,A,449446,337243,786689
12/02/2014,W,926053,766316,1692369
12/17/2014,W,868378,720814,1589192
12/28/2014,U,353263,283343,636606
12/04/2014,W,939372,804113,1743485
12/11/2014,W,922765,774798,1697563
12/31/2014,W,599316,642981,1242297
12/20/2014,A,537820,436322,974142
12/18/2014,W,867861,722656,1590517
12/06/2014,A,569561,490865,1060426
12/26/2014,W,569843,422543,992386
12/30/2014,W,646243,567099,1213342
12/08/2014,W,882998,734002,1617000
12/22/2014,W,705765,619508,1325273
12/03/2014,W,964141,782753,1746894
12/09/2014,W,911402,758780,1670182
12/13/2014,A,575613,498945,1074558
12/05/2014,W,937187,800885,1738072
12/24/2014,W,549046,388742,937788
12/19/2014,W,857137,716221,1573358
12/21/2014,U,397000,332367,729367
12/10/2014,W,914038,763277,1677315
12/07/2014,U,397656,334688,732344
12/29/2014,W,654612,559416,1214028
12/23/2014,W,720116,617728,1337844
12/15/2014,W,871449,725989,1597438
12/25/2014,U,238015,159831,397846
01/17/2015,A,539500,417756,957256
07/24/2014,W,833052,790076,1623128
01/12/2015,W,871183,738697,1609880
01/31/2015,A,551745,419577,971322
07/12/2014,A,497531,471216,968747
01/20/2015,W,913930,754946,1668876
07/23/2014,W,838958,777929,1616887
07/04/2014,U,478993,473842,952835
